Source,Venue Name,Street Address 1,Suburb,State,Postcode,Full Address,LGA,Metro / Regional,M/OM/R,Tourism Area,Contact Person First Name,Contact Person Surname,Contact Person Email,Contact Person Phone,General Email,General Phone,Website,Role,Venue Capacity,Venue Size,Venue Subdivision (as per APRA),Live,DJ,Venue Category,MV Determined Performance Type,Licence Type,Trading Hours,Frequency of Music Presentation,Presentation Classification,Booker,Sound Engineer,Cover Charge,Artist Payment,As per NSW definitions,As per UK definitions,Grouping,Group Definition,ABN,GST,TAGS,Lat,Long,GLat,GLong,Geocode Latitude,Geocode Longitude
VLMVA,American Hotel Creswick,90 Albert Street,Creswick,VIC,3363.0,90 Albert Street Creswick VIC 3363 ,Hepburn Shire Council,Regional,Regional,Daylesford and Macedon Ranges,,,,,,,,Venue,157,Small,,,,Under 500,,General Licence,Trading to 1am,3 or more a week,Dedicated presenters: More than 1 a week,No,"No, required to be supplied by act/performers",,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,74 319 548 818,Yes,Venues,-37.42496732,143.8944913,-37.7310086,145.0141968,-37.7310086,145.0141968
VLMVA,American Hotel Echuca,239-249 Hare St,Echuca,VIC,3564.0,239-249 Hare St Echuca VIC 3564 ,Campaspe Shire Council,Regional,Regional,Murray,Warwick,Newman,warwick@ohco.net.au,,warwick@ohco.net.au,0400 138 131,https://www.americanhotelechuca.com.au,Venue,600,Medium,Hotel,Live,,500+,,Late-Night (General) Licence,Trading to 3am,3 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-36.1242034,144.7482083,-38.3851396,142.4829078,-38.3851396,142.4829078
APRA,Amora Hotel Riverwalk Melbourne,649 Bridge Road,Richmond,VIC,3121.0,649 Bridge Road Richmond VIC 3121 ,Yarra City Council,Metro,Metro,Melbourne,,,,,,,,Venue,600,Medium,Accommodation,Live,,500+,,On-Premises Licence,Trading to 1am,No Data,No Data,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-37.81994055,145.0137909,-37.811297,144.972527,-37.811297,144.972527
VLMVA,An Seanchai Irish Bar,Ground Floor And First Floor 62 Liebig Street,Warrnambool,VIC,3280.0,Ground Floor And First Floor 62 Liebig Street Warrnambool VIC 3280 ,Warrnambool City Council,Regional,Regional,Great Ocean Road,,,,,manager@seanchai.com.au,+61 3 5561 7900,https://www.seanchai.com.au/,Venue,700,Medium,Bar,Live,,500+,,Late-Night (General) Licence,Trading to 3am,2 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.38513964,142.4829078,-38.4059627,144.1922928,-38.4059627,144.1922928
VLMVA,Angel Music Bar,12 Bourke Street,Melbourne,VIC,3000.0,12 Bourke Street Melbourne VIC 3000 ,Melbourne City Council,Metro,Metro,Melbourne,,,,,dancewithme@angelmelbourne.com,03 9654 6249,https://linktr.ee/angelmusicbar,Venue,125,Small,,,,Under 500,,Late-Night (General) Licence,Trading to 7am,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-37.811297,144.972527,-37.826571,144.9669917,-37.826571,144.9669917
VLMVA,Anglesea Bowling Club,Cameron Road,Anglesea,VIC,3230.0,Cameron Road Anglesea VIC 3230 ,Surf Coast Shire Council,Regional,Regional,Great Ocean Road,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-38.406218,144.190702,-38.4047046,144.1877352,-38.4047046,144.1877352
VLMVA,Anglesea Golf Club,Golf Links Road,Anglesea,VIC,3230.0,Golf Links Road Anglesea VIC 3230 ,Surf Coast Shire Council,Regional,Regional,Great Ocean Road,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.40599383,144.1706536,-37.8842091,144.9988717,-37.8842091,144.9988717
VLMVA,Anglesea Hotel,1 Murch Crescent,Anglesea,VIC,3230.0,1 Murch Crescent Anglesea VIC 3230 ,Surf Coast Shire Council,Regional,Regional,Great Ocean Road,,,,,kleinsangleseahotel@outlook.com,+61 3 5263 1210,https://www.angleseahotel.com.au/,Venue,650,Medium,Hotel,Live,,500+,,General Licence,Trading to 1am,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.40505815,144.1880744,-37.052103,146.091368,-37.052103,146.091368
VLMVA,Antique Bar,218 Glenhuntly Road,Elsternwick,VIC,3185.0,218 Glenhuntly Road Elsternwick VIC 3185 ,Port Phillip City Council,Metro,Metro,Melbourne,,,,,info@antiquebar.com.au,0481 767 888,http://www.antiquebar.com.au,Venue,90,Small,,,,Under 500,,Late-Night (On-Premises) Licence,Trading to 3am,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.884193,144.998841,-36.1271384,144.7514781,-36.1271384,144.7514781
VLMVA,Anvil Brewing Co,13-15 High Street,Mansfield,VIC,3722.0,13-15 High Street Mansfield VIC 3722 ,Mansfield Shire Council,Regional,Regional,High Country,,,,,,,,Venue,450,Medium,,,,Under 500,,General Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-37.0521964,146.0913884,-38.7543345,143.662698,-38.7543345,143.662698
APRA,Apex Riverbeach Holiday Park,435 Cureton Avenue,Mildura,VIC,3502.0,435 Cureton Avenue Mildura VIC 3502 ,Mildura Rural City Council,Regional,Regional,Murray,,,,,,,,Venue,No Data,No Data,Caravan or Tourist Park,Live,,Under 500,,No Data,No Data,No Data,No Data,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-34.188,142.1749,-38.5436635,143.978213,-38.5436635,143.978213
VLMVA,Apollo Bay Bowls Club,12 Gallipoli Parade,Apollo Bay,VIC,3233.0,12 Gallipoli Parade Apollo Bay VIC 3233 ,Colac-Otway Shire Council,Regional,Regional,Great Ocean Road,,,,,,,,Venue,140,Small,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.75723056,143.6675453,-38.2398379,146.3965162,-38.2398379,146.3965162
VLMVA,Apollo Bay Hotel,Mountjoy Parade,Lorne,VIC,3232.0,Mountjoy Parade Lorne VIC 3232 ,Surf Coast Shire Council,Regional,Regional,Great Ocean Road,,,,,mail@apollobayhotel.com.au,+61 3 5237 6250,https://apollobayhotel.com.au,Venue,1032,Large,,,,500+,,General Licence,Trading to 1am,2 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.7567689,143.6692652,-37.2830766,142.9340393,-37.2830766,142.9340393
VLMVA,Apollo Bay Sub-Branch RSL,23-27 Great Ocean Road,Apollo Bay,VIC,3233.0,23-27 Great Ocean Road Apollo Bay VIC 3233 ,Colac-Otway Shire Council,Regional,Regional,Great Ocean Road,,,,,,,,Venue,140,Small,,,,Under 500,,General Licence,Ordinary Trading Hours,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-38.75920161,143.6705576,-37.4013053,144.5879072,-37.4013053,144.5879072
VLMVA,Ararat RSL,74-76 High Street,Ararat,VIC,3377.0,74-76 High Street Ararat VIC 3377 ,Ararat Rural City Council,Regional,Regional,Grampians,,,,,,,,Venue,748,Medium,,,,500+,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.28299086,142.9337109,-37.8190258,144.9660573,-37.8190258,144.9660573
VLMVA,Ararat Town Hall,Ararat Performing Arts Centre - Town Hall 193 Barkly St,Ararat,VIC,3377.0,Ararat Performing Arts Centre - Town Hall 193 Barkly St Ararat VIC 3377 ,Ararat Rural City Council,Regional,Regional,Grampians,,,,,,,,Venue,649,Medium,,,,500+,,On-Premises Licence,Trading to 1am,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.28357949,142.9324832,-38.1948053,146.5359944,-38.1948053,146.5359944
VLMVA,Arbory Bar & Eatery,"1 Flinders Walk Flinders Landing, Northbank Yarra River",Melbourne,VIC,3000.0,"1 Flinders Walk Flinders Landing, Northbank Yarra River Melbourne VIC 3000 ",Melbourne City Council,Metro,Metro,Melbourne,,,,,HELLO@AFLOAT.MELBOURNE,+61 3 9629 1547,https://www.afloat.melbourne/,Venue,500,Medium,Restaurant or Cafe,Live,,500+,,On-Premises Licence,Trading to 1am,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.818981,144.966692,-37.8366021,144.9766089,-37.8366021,144.9766089
VLMVA,Arcadia Bar,19-23 Kay Street,Traralgon,VIC,3844.0,19-23 Kay Street Traralgon VIC 3844 ,Latrobe City Council,Regional,Regional,Gippsland,,,,,,,,Venue,280,Medium,,,,Under 500,,Late-Night (On-Premises) Licence,Trading to 2am,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-38.194797,146.535829,-37.9471741,145.0802884,-37.9471741,145.0802884
VLMVA,Arcadia Hotel,2-10 Toorak Road,South Yarra,VIC,3141.0,2-10 Toorak Road South Yarra VIC 3141 ,Stonnington City Council,Metro,Metro,Melbourne,Sumit,Wadhawan,sumit@arcadiahotel.com.au,+61 433 751 326,sumit@arcadiahotel.com.au,0433 751 326,https://www.arcadiahotel.com.au/,Venue,292,Medium,Hotel,Live,DJ,Under 500,,Late-Night (General) Licence,Trading to 3am,2 or more a month,Occasional presenters: Hosting fewer than one gig per week but more than one per month,No,"Yes, and it is a paid role",,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,63 088 223 698,Yes,Venues,-37.83660983,144.9766073,-37.8938611,145.0245837,-37.8938611,145.0245837
VLMVA,Arcobar,6-14 Arco Lane,Heatherton,VIC,3202.0,6-14 Arco Lane Heatherton VIC 3202 ,Kingston City Council,Metro,Metro,Melbourne,,,,,info@arcobar.com.au,+61 3 9551 1424,https://www.arcobar.com.au/,Venue,200,Small,,,,Under 500,,On-Premises Licence,Trading to 1am,2 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group C,Group C – Venues hosting 1 or more gig per month,,,Venues,-37.94717414,145.0802884,-38.6064413,145.5894686,-38.6064413,145.5894686
VLMVA,Armadale Bowls Club,Princes Park Reserve,Caulfield South,VIC,3162.0,Princes Park Reserve Caulfield South VIC 3162 ,Glen Eira City Council,Metro,Metro,Melbourne,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-37.894388,145.023904,-37.7729583,144.9266337,-37.7729583,144.9266337
VLMVA,Arrow On Swanston,488 Swanston Street,Carlton,VIC,3053.0,488 Swanston Street Carlton VIC 3053 ,Melbourne City Council,Metro,Metro,Melbourne,,,,,accommodation@arrowonswanston.com.au,+61 3 9225 9000,https://www.arrowonswanston.com.au/,Venue,782,Medium,,,,500+,,On-Premises Licence,Trading to 1am,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.80547693,144.9635246,-37.7814564,144.8653997,-37.7814564,144.8653997
VLMVA,Ascot Vale Hotel,447 Mt Alexander Road,Ascot Vale,VIC,3032.0,447 Mt Alexander Road Ascot Vale VIC 3032 ,Moonee Valley City Council,Metro,Metro,Melbourne,,,,,,,,Venue,200,Small,,,,Under 500,,General Licence,Trading to 1am,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.77305774,144.9268208,-37.8896318,145.021216,-37.8896318,145.021216
VLMVA,Ashley Hotel,Crn Ballarat Road & Ashley Street,Braybrook,VIC,3019.0,Crn Ballarat Road & Ashley Street Braybrook VIC 3019 ,Maribyrnong City Council,Metro,Metro,Melbourne,,,,,ashleyhotel@alhgroup.com.au,+61 3 9317 9257,https://www.ashleyhotel.com.au/,Venue,500,Medium,,,,500+,,Late-Night (General) Licence,Trading to 7am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.780386,144.864864,-38.2186584,145.0374868,-38.2186584,145.0374868
VLMVA,Asian Beer Cafe,Lot 3/311 Melbourne Central Cnr Swanston & Latrobe Streets,Melbourne,VIC,3000.0,Lot 3/311 Melbourne Central Cnr Swanston & Latrobe Streets Melbourne VIC 3000 ,Melbourne City Council,Metro,Metro,Melbourne,Stewart,Koziora,stewart@retailsavvygroup.com,+6 198 258 900,,+61 3 9825 8989,https://asianbeercafe.com.au/,Venue,687,Medium,Bar,Live,,500+,,On-Premises Licence,Trading to 1am,3 or more a month,Regular presenters: Hosting one gig per week,"Yes, but it is an unpaid role",Not required,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.8109157,144.9627951,-37.8150138,144.967316,-37.8150138,144.967316
VLMVA,Assaggini,"1A,1C & 1D Albert Street",Mornington,VIC,3931.0,"1A,1C & 1D Albert Street Mornington VIC 3931 ",Mornington Peninsula Shire Council,Regional,Outer Metro,Mornington Peninsula,,,,,,,,Venue,81,Small,,,,Under 500,,On-Premises Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group C,Group C – Venues hosting 1 or more gig per month,,,Venues,-38.21858728,145.0376471,-38.098032,145.2830097,-38.098032,145.2830097
VLMVA,Athenaeum Theatre,188 Collins Street,Melbourne,VIC,3000.0,188 Collins Street Melbourne VIC 3000 ,Melbourne City Council,Metro,Metro,Melbourne,,,,,boxoffice@athenaeumtheatre.com.au,03 9650 1500,https://www.athenaeumtheatre.com.au/,Venue,1000,Medium,,Live,,500+,"Originals, tributes, comedy, musicals, ",General Licence,Ordinary Trading Hours,1 or more a week,Regular presenters: Hosting one gig per week,,"Yes, and it is a paid role",YES,,Large Scale Multipurpose Venue ,NO,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.81503856,144.967359,-37.8500058,144.9934419,-37.8500058,144.9934419
VLMVA,Atlantic Group At The Goods Shed,2 - 4 Railway Parade,Ballarat,VIC,3350.0,2 - 4 Railway Parade Ballarat VIC 3350 ,Ballarat City Council,Regional,Regional,Goldfields,,,,,,,,Venue,1000,Medium,,,,500+,,General Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-37.55750691,143.8588448,-37.5597075,143.8559002,-37.5597075,143.8559002
VLMVA,Attik,1/255 Chapel Street,Prahran,VIC,3181.0,1/255 Chapel Street Prahran VIC 3181 ,Stonnington City Council,Metro,Metro,Melbourne,,,,,hello@attik.com.au,+61 3 9530 2052,https://www.attik.com.au/,Venue,180,Small,Night Club,,DJ,Under 500,,Late-Night (On-Premises) Licence,Trading to 3am,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.850018,144.993435,-37.8677668,144.9787432,-37.8677668,144.9787432
GIGS,Aunty Jacks,315-317 Mair St,Ballarat,VIC,3350.0,315-317 Mair St Ballarat VIC 3350 ,Ballarat City Council,Regional,Regional,Goldfields,Brian,Taylor,erin@tailoredhospitality.com.au,+61 438 332 496,info@auntyjacks.com.au,+61 3 5300 1407,https://www.auntyjacks.com.au,Venue,No Data,No Data,Bar,Live,,Under 500,,Producer's Licence,Producer's Licence,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,"Yes, and it is a paid stand alone role","Yes, and it is a paid stand alone role",,,,,Group B,Group B – Venues hosting 1 or more gig per week,48 630 113 987,Yes,Venues,-37.55970754,143.8559002,-36.3789842,145.4015516,-36.3789842,145.4015516
VLMVA,Aurora Receptions,149-151 Donald Street,Brunswick East,VIC,3057.0,149-151 Donald Street Brunswick East VIC 3057 ,Merri-Bek City Council,Metro,Metro,Melbourne,,,,,,,,Venue,650,Medium,,,,500+,,On-Premises Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.758965,144.977737,-38.0229202,144.3964232,-38.0229202,144.3964232
VLMVA,Aussie Hotel Shepparton,73 Fryers Street,Shepparton,VIC,3630.0,73 Fryers Street Shepparton VIC 3630 ,Greater Shepparton City Council,Regional,Regional,Murray,,,,,info@aussiehotel.net.au,+61 3 5821 4011,https://www.aussiehotel.net.au,Venue,500,Medium,Hotel,Live,,500+,,General Licence,Trading to 1am,2 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-36.37905806,145.4015628,-38.0163622,144.2043628,-38.0163622,144.2043628
VLMVA,Aust Croatian Sporting Centre North Geelong Soccer,Echo Park,Lara Lake,VIC,3212.0,Echo Park Lara Lake VIC 3212 ,Greater Geelong City Council,Regional,Regional,Geelong and the Bellarine,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-38.032258,144.360531,-38.433946,145.8250338,-38.433946,145.8250338
APRA,Austins Wines Pty Ltd,870 Streeteiglitz Road,Sutherlands Creek,VIC,3331.0,870 Streeteiglitz Road Sutherlands Creek VIC 3331 ,Golden Plains Shire Council,Regional,Regional,Geelong and the Bellarine,,,,,,,,Venue,No Data,No Data,Wineries or Vineyards,Live,,Under 500,,No Data,No Data,No Data,No Data,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.0366,144.0869,-37.8168043,144.9589951,-37.8168043,144.9589951
GIGS,Austral Top Pub Korumburra,34 Bridge Street,Korumburra,VIC,3950.0,34 Bridge Street Korumburra VIC 3950 ,South Gippsland Shire Council,Regional,Regional,Gippsland,Sook Koon,O'Neill,australtoppub@hotmail.com,+61 401 974 898,,,,Venue,804,Medium,Hotel,Live,DJ,500+,,General Licence,Trading to 1am,1 or more a month,Occasional presenters: Hosting fewer than one gig per week but more than one per month,No,"No, required to be supplied by act/performers",,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,64 167 649 452,Yes,Venues,-38.43382966,145.8251284,-38.001552,145.14218,-38.001552,145.14218
